NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
41076|76|Valle del Cauca|76892|Yumbo|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|215729410000,0|294476161000,0|Grande|No|No es sucursal de sociedad extranjera|12,24914442162902|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Telecomunicaciones y sonido|8523520000|Tarjetas inteligentes («smart cards»).|76|Valle del Cauca|Si|49363604,29|38650119,656|26,88145760411413|30,28869827979883|Top|Químicos y Ciencias de la Vida
41095|5|Antioquia|5001|Medellín|122|Cultivo de plátano y banano|Agroalimentos|Bienes primarios|249214504000,0|166145989000,0|Grande|No|No es sucursal de sociedad extranjera|35,082819986310746|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41109|47|Magdalena|47001|Santa Marta|150|Explotación mixta (agrícola y pecuaria)|Agroalimentos|Bienes primarios|31916791000,0|23788802000,0|Mediana|No|No es sucursal de sociedad extranjera|23,28815879534565|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41158|76|Valle del Cauca|76892|Yumbo|2720|Fabricación de pilas, baterías y acumuladores eléctricos|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|610107094000,0|534797011000,0|Grande|No|No es sucursal de sociedad extranjera|12,216290212183436|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Otras Autopartes|8507100000|Acumuladores eléctricos de plomo del tipo de los utilizados para el arranque de los motores de explosión.|76|Valle del Cauca|Si|100480518,94|83490816,536|17,321092391818848|7,4259043957018545|Top|Metalmecánica y Otras Industrias
41165|11|Bogotá, D.C.|11001|Bogotá, D.C.|6020|Actividades de programación y transmisión de televisión|CIIU no aplica categoría ProColombia|Servicios de alta tecnología intensivos en conocimiento|1283131574000,0|876952748000,0|Grande|No|No es sucursal de sociedad extranjera|50,743326488706366|No Mineras|Industrias 4.0|Producción audiovisual|Producción audiovisual|Producción audiovisual|Producción audiovisual|11|Bogotá, D.C.|Si|35249858,0|18365631,4|12,078217366038093|395,3448112478131|Top|Industrias 4.0
41243|5|Antioquia|5001|Medellín|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|23924713000,0|35475468000,0|Mediana|No|No es sucursal de sociedad extranjera|18,49691991786448|No Mineras|Sistema Moda|Textiles y confecciones|T-shirts camisetas|6109909000|"""T-shirts"" y camisetas interiores de punto, de las demás materias textiles."|05|Antioquia|Si|2099169,42|4306972,172|-24,93231177185101|-28,3022773883441|Pymex|Sistema Moda
41350|5|Antioquia|5266|Envigado|7830|Otras actividades de provisión de talento humano|Industrias 4.0|Servicios de mercado intensivos en conocimiento|45907430000,0|103321727000,0|Grande|No|No es sucursal de sociedad extranjera|4,1095140314852845|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
41363|76|Valle del Cauca|76001|Santiago De Cali|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|11204053000,0|16177706000,0|Pequeña|No|No es sucursal de sociedad extranjera|65,492128678987|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
41375|8|Atlántico|8433|Malambo|1011|Procesamiento y conservación de carne y productos cárnicos|Agroalimentos|Bienes tecnología baja|26239306000,0|83513136000,0|Grande|No|No es sucursal de sociedad extranjera|18,286105407255302|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4101500000|Cueros y pieles enteros, de peso unitario superior a 16 kg, de bovino (incluido el búfalo) o de equino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados.|08|Atlántico|No|0,0|18876,44||-100,0|Futuros|Agroalimentos
41402|17|Caldas|17001|Manizales|1082|Elaboración de cacao, chocolate y productos de confitería|Agroalimentos|Bienes tecnología baja|773312094000,0|1013056791000,0|Grande|No|No es sucursal de sociedad extranjera|50,757015742642025|No Mineras|Agroalimentos|Cacao y sus derivados|Derivados del cacao|1804001200|"Manteca de cacao, con un índice de acidez expresado en ácido oleico superior a 1% pero
inferior o igual a 1.65%."|11|Bogotá, D.C.|Si|34200732,07|32790016,642|13,896571927037238|-1,0543070304186442|Top|Agroalimentos
41425|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|17087377000,0|22734300000,0|Mediana|No|No es sucursal de sociedad extranjera|10,121834360027378|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3006302000|Las demás preparaciones  opacificantes para examenes radiográficos, concebido  para  usar  en el paciente.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
41442|85|Casanare|85139|Maní|126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|53682848000,0|28441435000,0|Mediana|No|No es sucursal de sociedad extranjera|5,051334702258727|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41521|11|Bogotá, D.C.|11001|Bogotá, D.C.|2221|Fabricación de formas básicas de plástico|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|30773118000,0|49169516000,0|Mediana|No|No es sucursal de sociedad extranjera|21,68104038329911|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Aparatos eléctricos|8501109300|Los demás motores eléctricos de potencia inferior o igual a 37.5 w, de corriente alterna, polifasicos.|11|Bogotá, D.C.|No|0,0|19,836|||No Constante|Químicos y Ciencias de la Vida
41524|54|Norte de Santander|54001|San José De Cúcuta|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|12048042053,0|14083330739,0|Mediana|No|No es sucursal de sociedad extranjera|14,5160848733744|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
41595|25|Cundinamarca|25473|Mosquera|1090|Elaboración de alimentos preparados para animales|Agroalimentos|Bienes tecnología baja|18085891000,0|86381558000,0|Grande|No|No es sucursal de sociedad extranjera|7,29637234770705|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41606|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|31312854000,0|41190853000,0|Mediana|No|No es sucursal de sociedad extranjera|26,63107460643395|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004902400|Los demás medicamentos para uso humano, para tratamientos oncologicos o VIH.|11|Bogotá, D.C.|Si|0,0|14387,679999999998|-100,0||No Constante|Químicos y Ciencias de la Vida
41665|76|Valle del Cauca|76130|Candelaria|1011|Procesamiento y conservación de carne y productos cárnicos|Agroalimentos|Bienes tecnología baja|24072961000,0|64469251000,0|Mediana|No|No es sucursal de sociedad extranjera|10,33264887063655|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41749|76|Valle del Cauca|76892|Yumbo|1709|Fabricación de otros artículos de papel y cartón|Metalmecánica y Otras Industrias|Bienes tecnología baja|347825911000,0|160063990000,0|Grande|No|No es sucursal de sociedad extranjera|19,137577002053387|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Artículos de oficina|4820200000|Cuadernos de papel|76|Valle del Cauca|Si|17025013,939999998|10046663,858|149,36468360656815|13,938242732338525|Top|Metalmecánica y Otras Industrias
41795|11|Bogotá, D.C.|11001|Bogotá, D.C.|2011|Fabricación de sustancias y productos químicos básicos|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|108306599000,0|153679187000,0|Grande|No|No es sucursal de sociedad extranjera|8,952772073921972|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Otros productos de aseo|3402111000|Sulfatos o sulfonatos de alcoholes grasos, incluso acondicionados para la venta al por menor.|17|Caldas|Si|4481852,86|3462453,38|71,62502261172641|9,307091241705676|Pymex|Químicos y Ciencias de la Vida
41797|5|Antioquia|5001|Medellín|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|73763895000,0|181080290000,0|Grande|No|No es sucursal de sociedad extranjera|50,050650239561946|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
41836|50|Meta|50001|Villavicencio|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|36828375000,0|17124636000,0|Mediana|No|No es sucursal de sociedad extranjera|34,220396988364136|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
41845|66|Risaralda|66001|Pereira|1081|Elaboración de productos de panadería|Agroalimentos|Bienes tecnología baja|21246622000,0|46432015000,0|Mediana|No|No es sucursal de sociedad extranjera|4,106776180698152|No Mineras|Agroalimentos|Agroindustrial|Productos de panadería y molinería|1905901000|Galletas saladas o aromatizadas incluso con adición de cacao.|66|Risaralda|Si|6832076,879999999|1552551,36|634,0952279275564||No Constante|Agroalimentos
41913|11|Bogotá, D.C.|11001|Bogotá, D.C.|1031|Extracción de aceites de origen vegetal crudos|Agroalimentos|Bienes tecnología baja|43215977000,0|30010196000,0|Mediana|No|No es sucursal de sociedad extranjera|12,386036960985626|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
41942|47|Magdalena|47288|Fundación|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|27917472862,0|33943852598,000004|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
41945|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|238126723994,0|223844410245,0|Grande|No|No es sucursal de sociedad extranjera|10,524298425735797|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
41950|13|Bolívar|13001|Cartagena De Indias|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|15552158000,0|26309804000,0|Mediana|No|No es sucursal de sociedad extranjera|35,29637234770705|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
41997|5|Antioquia|5001|Medellín|4771|Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|15881539000,0|115003503000,0|Grande|No|No es sucursal de sociedad extranjera|33,08418891170431|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Sistema Moda
41999|11|Bogotá, D.C.|11001|Bogotá, D.C.|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|21988518000,0|25048474000,0|Mediana|No|No es sucursal de sociedad extranjera|36,33127994524298|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Otros papeles y cartones|4819400000|Los demás sacos (bolsas); bolsitas y cucuruchos, de papel, cartón, guata de celulosa o napas de fibras de celulosa.|11|Bogotá, D.C.|Si|0,0|5862,088||-100,0|Futuros|Químicos y Ciencias de la Vida
42023|25|Cundinamarca|25473|Mosquera|2022|Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|19515603000,0|47882909000,0|Mediana|No|No es sucursal de sociedad extranjera|13,23750855578371|No Mineras|Químicos y Ciencias de la Vida|Químico|Extractos, pigmentos y pinturas|3208900000|Los demás productos, pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso.|25|Cundinamarca|Si|144731,27|56679,21599999999|32,69599534463295||Pymex|Químicos y Ciencias de la Vida
42084|11|Bogotá, D.C.|11001|Bogotá, D.C.|4774|Comercio al por menor de otros productos nuevos en establecimientos especializados|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|7796805000,0|14166939000,0|Pequeña|No|No es sucursal de sociedad extranjera|13,867214236824092|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Óptico|9001500000|Lentes de otras materias para gafas (anteojos), sin montar, excepto los de vidrio sin trabajar ópticamente.|11|Bogotá, D.C.|Si|0,0|36999,864||-100,0|No Constante|Metalmecánica y Otras Industrias
42107|11|Bogotá, D.C.|11001|Bogotá, D.C.|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|23209422000,0|29873031000,0|Grande|No|No es sucursal de sociedad extranjera|46,31622176591376|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
42141|5|Antioquia|5001|Medellín|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|84293319709,0|50376913464,99999|Grande|No|No es sucursal de sociedad extranjera|19,822039698836413|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
42142|11|Bogotá, D.C.|11001|Bogotá, D.C.|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|25955804000,0|24307923000,0|Mediana|No|No es sucursal de sociedad extranjera|25,522245037645447|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
42185|17|Caldas|17001|Manizales|1521|Fabricación de calzado de cuero y piel, con cualquier tipo de suela|Sistema Moda|Bienes tecnología baja|309237978000,0|379827064000,0|Grande|No|No es sucursal de sociedad extranjera|50,67214236824093|No Mineras|Sistema Moda|Calzado|Calzado|6402999000|Los demás calzados con suela y parte superior de caucho o de plástico.|17|Caldas|Si|3806666,15|1516797,2880000002|173,45670116177354|30,36987157292484|Pymex|Sistema Moda
42215|11|Bogotá, D.C.|11001|Bogotá, D.C.|4771|Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|309509534000,0|629616364000,0|Grande|No|No es sucursal de sociedad extranjera|41,18001368925393|No Mineras|Sistema Moda|Textiles y confecciones|Jeans|6204620000|"Pantalones largos, pantalones con peto, pantalones cortos (calzones) y ""shorts"" de algodón, para mujeres o niñas, excepto los de punto."|11|Bogotá, D.C.|Si|639024,11|279278,82|83,22637311946298|44,10896027119755|Pymex|Sistema Moda
42283|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|106609743000,0|182074781000,0|Grande|No|No es sucursal de sociedad extranjera|20,34223134839151|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8474202000|Trituradoras de impacto.|11|Bogotá, D.C.|Si|0,0|36059,978|-100,0|-100,0|No Constante|Metalmecánica y Otras Industrias
42331|5|Antioquia|5001|Medellín|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|16520229000,0|25933532000,0|Mediana|No|No es sucursal de sociedad extranjera|25,3305954825462|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
42466|25|Cundinamarca|25286|Funza|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|40527725000,0|43087308000,0|Mediana|No|No es sucursal de sociedad extranjera|10,321697467488022|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403700000|Muebles de plástico.|25|Cundinamarca|Si|2958813,47|1723947,954|-5,175544752285733|71,4351022902494|Pymex|Metalmecánica y Otras Industrias
42491|5|Antioquia|5001|Medellín|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|32426254660,0|30095507187,0|Grande|No|No es sucursal de sociedad extranjera|16,859685147159478|No Mineras|Industrias 4.0|Servicios de salud|Servicios de salud|Servicios de salud|Servicios de salud|05|Antioquia|Si|0,0|151468,874|||Futuros|Químicos y Ciencias de la Vida
42524|11|Bogotá, D.C.|11001|Bogotá, D.C.|6120|Actividades de telecomunicaciones inalámbricas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|3447215000000,0|273167000000,0|Grande|No|No es sucursal de sociedad extranjera|2,965092402464066|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
42755|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|24033428000,0|21649823000,0|Mediana|No|No es sucursal de sociedad extranjera|23,299110198494184|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico y sus manufacturas|3920209000|Las demás placas, láminas, hojas y tiras, de plástico no celular y sin refuerzo, estratificación ni soporte o combinación similar con otras materias, de polipropileno.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
42760|11|Bogotá, D.C.|11001|Bogotá, D.C.|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|63441731000,0|115694957000,0|Grande|No|No es sucursal de sociedad extranjera|15,80561259411362|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004101000|Medicamentos que contengan penicilinas o derivados de estos productos con la estructura del ácido penicilanico, o estreptomicinas o derivados de estos productos, para uso humano.|11|Bogotá, D.C.|Si|0,0|1725,6||-100,0|Futuros|Químicos y Ciencias de la Vida
42993|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|47413061426,0|53992491200,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
43038|23|Córdoba|23001|Montería|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|107739552788,0|72171601285,0|Grande|No|No es sucursal de sociedad extranjera|21,30321697467488|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
43122|19|Cauca|19300|Guachené|1709|Fabricación de otros artículos de papel y cartón|Metalmecánica y Otras Industrias|Bienes tecnología baja|113331540000,0|326400384000,0|Grande|No|No es sucursal de sociedad extranjera|24,11498973305955|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Papeles para imprenta|4802559000|Los demás papeles y cartones, sin fibras obtenidas por procedimiento mecánico o químico-mecánico o con un contenido total de estas fibras inferior o igual al 10% en peso del contenido total de fibra, de peso superior o igual a 40 g/m2 pero inferior o igual a 150 g/m2, en bobinas (rollos).|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
43134|5|Antioquia|5318|Guarne|2219|Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|17990154000,0|23104524000,0|Mediana|No|No es sucursal de sociedad extranjera|26,26694045174538|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Caucho (artículos industriales)|4015199000|Los demás guantes de caucho vulcanizado sin endurecer para cualquier uso.|05|Antioquia|Si|1026126,26|706250,378|77,91249571571458|22,46783035734179|Pymex|Químicos y Ciencias de la Vida
43242|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|16928717000,0|24304687000,0|Mediana|No|No es sucursal de sociedad extranjera|36,492813141683776|No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Plástico y caucho (materiales de construcción)|3917329900|Los demás tubos sin reforzar ni combinar con otras materias, sin  accesorios.|11|Bogotá, D.C.|Si|4943982,59|4168682,352|39,7840100988422|0,8274978988667803|Pymex|Químicos y Ciencias de la Vida
43335|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|520724787000,0|933341595000,0|Grande|No|No es sucursal de sociedad extranjera|50,82819986310746|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos veterinarios|3004202000|Medicamentos que contengan otros antibióticos para uso veterinario.|76|Valle del Cauca|Si|244057,41|349682,156|53,51796445322561|-13,202867923594042|Pymex|Químicos y Ciencias de la Vida
43338|5|Antioquia|5266|Envigado|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|20409339000,0|48264524000,0|Mediana|No|No es sucursal de sociedad extranjera|10,72416153319644|No Mineras|Sistema Moda|Textiles y confecciones|Camisas|6106200000|Camisas, blusas, blusas camiseras de punto, de fibras sintéticas o artificiales, para mujeres o niñas|05|Antioquia|Si|23366,92|4673,384|||Futuros|Sistema Moda
43348|52|Nariño|52001|Pasto|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|23591584000,0|92096101000,0|Grande|No|No es sucursal de sociedad extranjera|5,051334702258727|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
43366|11|Bogotá, D.C.|11001|Bogotá, D.C.|126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|88245585000,0|46436350000,0|Mediana|No|No es sucursal de sociedad extranjera|45,25941136208077|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
43461|5|Antioquia|5001|Medellín|4321|Instalaciones eléctricas|Metalmecánica y Otras Industrias|Servicios no clasificados|56908456000,0|42270154000,0|Mediana|No|No es sucursal de sociedad extranjera|50,757015742642025|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Metalurgia|7616999000|Las demás manufacturas de aluminio.|05|Antioquia|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
43481|11|Bogotá, D.C.|11001|Bogotá, D.C.|7320|Estudios de mercado y realización de encuestas de opinión pública|Industrias 4.0|Servicios de mercado intensivos en conocimiento|20483308000,0|26517531000,0|Grande|No|No es sucursal de sociedad extranjera|50,39835728952772|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
43612|5|Antioquia|5001|Medellín|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|13976500000,0|13457059000,0|Mediana|No|No es sucursal de sociedad extranjera|29,9958932238193|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
